"Sales" "Price" "Promotion" "Ad Spending" "Impressions"
518.7 10.08 1 2278.1 7987
536.71 15.67 0 2151.26 3799
630.54 18.56 1 2525.96 6187
460.64 10.7 0 1847.74 3429
630.03 19.31 0 2228.51 5851
420.77 16.08 0 2117.95 5259
538.41 10.74 0 2231.4 4813
536.39 12.78 0 1950.19 4706
496.1 19.47 0 2101.99 3850
467.79 17.17 0 1733.46 4534
446.77 10.95 0 1929 7325
385.01 17.47 0 1628.74 4598
426.1 10.83 0 2122.64 3171
451.96 14.1 0 1699.5 5578
393.01 16.24 0 1779.68 5826
257.28 10.14 0 1429.34 5062
510.5 11 0 2020.48 4816
613.09 13.07 0 2146.75 5095
546.36 19.87 1 2512.31 4628
606.95 11.06 1 2646.3 5984
464.36 15.02 0 1926.31 5530
519.91 16.94 0 1989.54 5396
676.18 16.5 1 2779.37 6031
481.78 16.16 0 2132.2 4259
585.75 10.5 0 2096.37 5589
471.54 15.56 1 2235.58 6358
666.98 18.48 1 2538.92 6787
508.5 15.42 0 1810.9 5155
465.92 14.04 0 1789.62 5001
473.94 13.25 0 1720.31 6379
529.01 16.61 0 2209.92 4354
609.64 14.07 1 2190.92 6548
585.83 12.69 0 2145.43 4916
654.43 19.2 1 2669.91 7083
560.68 19.8 0 2148.05 3366
788.49 16.68 1 2962.65 6005
457.64 12.32 0 1906.81 6150
506.28 17.34 0 2007.12 5771
519.49 14.56 0 2012.63 4317
561.31 19.44 1 2686.5 5840
384.05 14.3 0 1570.44 4294
545.18 19.28 0 1880.64 5481
496.96 14.39 0 1975.04 4246
476.76 15 1 2300.27 7953
534.04 17.17 0 2269.06 5416
600.3 14.61 1 2533.2 6745
545.61 14.75 0 2162.24 5563
460.61 18.71 0 1844.27 5360
581.68 15.1 1 2396.76 7153
471.63 19.23 1 2351.88 6721
575.61 18.23 0 2302.92 7109
446.99 12.44 0 2064.34 6294
363.76 12.01 0 1241.46 4951
706.62 19.29 1 2547.13 7341
624.55 18.86 0 2450.97 4047
481.98 17.11 0 1754.28 5584
527.04 16.2 0 2216.68 5426
429.31 15.04 0 2001.64 5191
541.41 15.42 0 2095.02 4377
525.95 19.66 0 2048.03 5437
405.53 13 0 1615.03 5037
546 15.13 0 2447.32 5203
538.35 17.75 0 1964.46 4922
532.38 18.21 0 2313.2 4876
678.58 15.69 1 2977.58 8912
516.54 17.46 0 2202.77 6471
569.75 16.99 1 2606.28 5904
425.24 18.66 0 1644.73 4914
444.24 10.43 0 1748.54 7390
468.72 14.09 0 1916.81 3647
442.67 10.07 0 1715.87 4663
568.27 14.83 1 2229.35 5208
718.45 17.9 0 2279.36 6102
401 16.05 0 1635.83 6273
493.85 13.8 0 2008.74 4254
432.72 19.62 0 2053.8 3813
547.9 11.13 0 2174.19 4864
618.6 10.04 0 2123.59 5313
456.57 14.52 0 2157.03 4724
641.13 16.21 0 2334.88 2625
669.53 12.7 1 2959.22 7077
566.7 14.88 0 2456.38 5418
432.07 11.47 0 1947.68 4405
698.23 17.28 0 2284.66 5536
445.31 13.55 0 1840.56 4448
566.45 12.6 0 2220.81 5413
656.1 16.66 0 2575.17 3636
685.9 19.06 1 2794.19 8272
465.04 19.87 0 1923.22 6889
428.37 19.8 0 1716.07 6535
586.53 15.29 0 2166.03 5228
379.19 19.72 0 1821.81 6223
430.75 15.74 0 1725.77 4554
515.18 15.19 0 2110.32 5438
474.69 14.3 0 2176.05 4549
419.23 13.3 0 1482.62 4952
509.79 10.96 0 1851.17 3229
468.16 12.19 0 1996.85 4642
472.06 11.36 0 2117.88 4152
546.01 14.62 0 1780.22 5697
717.74 12.57 1 3100.33 7170
471.82 15.17 0 2162.05 4015
483.07 15.98 0 2105.28 4125
699.84 12.53 1 2975.92 9810
480.69 11.25 0 2240.18 4927
741.43 18.73 1 2902.27 7707
524.06 12.7 0 1940.54 4512
461.92 11.84 0 1983.14 4987
693.55 18.59 1 3011.58 7426
541.81 18.12 1 2235.45 6435
588.05 13.54 1 2518.3 9248
582.72 14.34 1 2609.4 6290
468.56 15.63 0 2069.22 6835
483.85 11.21 0 2093.11 6561
370.67 14.72 0 1580.96 5302
607.85 18.48 1 2662.13 7260
528.78 11.45 0 2061.07 6474
407.28 11.26 0 1734.74 4385
608.84 12.35 0 2149.51 4640
587.37 10.2 1 2601.37 7856
459.52 12.65 0 1857.85 6155
623.88 10.04 0 2241.19 7591
502.41 13.43 0 2106.13 6212
498.86 12.91 1 2233.89 6613
596.28 11.01 1 2551.5 8676
587.49 16.74 1 2487.07 7876
456.33 11.39 0 1946.73 5557
385.93 10.1 0 1898.65 4002
601.7 13.74 1 2466.99 6953
580.69 10.56 1 2295.42 6223
512.67 16.07 0 2101 6952
372.81 13.66 0 2033.23 4015
434.63 14.7 0 1680.14 3890
469.15 10.67 0 1856.63 4305
517.76 18.07 1 2169.16 5996
531.22 17.55 0 1970.17 3985
461.19 17.77 0 1944.72 4808
530.59 19.36 0 2036.31 3278
649.84 15.77 0 2129.36 4724
543.64 12.66 1 2411.61 8318
483.05 12.39 0 1813.7 5222
427.57 15.15 0 1523.87 6649
499.52 15.45 0 2361.97 6925
496.56 10.36 0 2091.68 6066
570.3 13.09 1 2418.39 5357
472.03 12.57 0 1953.09 5130
581.14 16.6 0 2010.23 4612
533.88 18.32 0 2047.73 4856
515.24 15.78 0 2184.15 4853
625.57 12.32 1 2491.72 6627
566.63 11.09 0 2475.85 3189
497.28 14.52 0 1990.97 5100
558.33 15.07 0 2419.86 4869
558.67 16.99 1 2187.81 8174
642.66 18.69 0 2121.48 6572
676.16 14.77 1 2713.96 6585
548.85 10.06 0 1896.09 6638
499.9 19.72 0 1952.15 6165
633.55 13.5 1 2848.65 6163
442.71 11.08 0 1643.66 5004
588.21 13.16 0 2051.44 4167
575.69 15.33 0 2022.9 4254
579.03 11.72 1 2745.05 8021
463.06 17.55 0 2356.64 4682
476.15 19.12 0 1840.57 4375
453.9 11.63 0 1875.85 5466
538.03 15.32 0 1875.7 5132
454.47 18.98 0 1586.99 4322
502.88 15.23 0 1634.17 5281
528.4 14.97 0 1737.28 4434
586.83 13.01 0 2054.9 6319
536.6 10.19 1 2381.76 6067
638.96 10.9 1 2602.89 6031
561.93 14.05 1 2364.33 6209
461.59 16.77 0 2090.07 5756
641.24 14.72 0 2395.28 5845
553.68 11.31 0 2290.36 4811
497.3 15.87 0 2220.28 3409
412.69 18.19 0 1975.36 4898
604.64 13.89 1 2710.4 6922
563.35 14.14 1 2312.55 7489
404.41 17.13 0 1928.82 4675
543.7 11.83 0 1998.64 7139
543.26 17.54 0 1936.85 5407
428.04 11.65 0 1712.1 5813
436.95 14.58 0 1870.47 2929
567.58 13.38 0 2060.47 6719
642.72 16.85 0 2478.22 4284
472.83 19.41 0 2047.4 6064
438.85 18.23 0 1494.94 6384
641.25 14.25 1 2328.14 8231
508.06 12.8 0 2327.95 4298
371.57 17.21 0 1390.26 4237
498.34 15.23 0 1802.51 4274
528.76 17.37 0 2134.86 5423
422 10.33 0 1962.82 4813
589.2 13.76 1 2218.8 8622
405.39 10.1 0 1892.98 5673
516.61 18.34 0 2162.65 6089
544.3 14.25 0 2064.58 7030
574.35 17.89 0 2210.28 4617
685.6 11.14 1 2978.7 7960
574.37 10.11 1 2325.19 6475
457.26 14.81 0 1623.86 4218
564.29 13.75 0 2245.58 6815
656.14 19.42 1 2578.6 7790
506.72 15.15 0 2076.83 5071
435.96 17.38 0 2233.06 6647
556.6 15.22 0 2495.8 5131
653.29 11.5 0 2674.34 4374
391.59 14.76 0 1946.2 4483
474.47 15.67 0 1817.61 5208
453.16 17.06 0 1923.19 5977
546.68 17.09 0 2222.7 5913
463.56 16.15 0 1773.56 6458
668.15 12.16 1 2943.1 7223
543.05 16.73 0 2209.13 3999
444.39 14.62 0 1679.85 4256
