"Sales" "Price" "Promotion" "Ad Spending" "Impressions"
524.86 13.14 1 2331.96 7828
585.87 13.44 0 2212.09 4997
628.34 18.93 1 2598.39 8108
609.68 15.66 0 2119.33 6361
627.66 10.28 0 2448.78 4893
437.04 15.48 0 2200.07 5315
443.18 19.02 0 2164.35 3532
441.86 10.69 0 2088.53 5297
500.45 15.27 0 1844.7 4453
427.75 10.3 0 1883.89 4528
395.58 19.01 0 1944.41 3782
555.03 10.41 0 2382.24 4354
516.08 14.03 0 2077.49 6480
416.59 17.24 0 1878.22 5877
328.41 12.36 0 1588.18 3694
509.85 12.23 0 1892.91 5641
436.97 15.33 1 1756.5 6790
433.04 18.69 0 1897.84 4849
481.06 13.69 0 1905.07 5703
530.29 17.3 0 2066.71 5501
569.01 16.62 0 2152.85 4972
547.58 18.58 0 2268.36 4172
444.15 11.6 0 1806.07 5216
600.61 12.2 0 2131.06 4888
535.63 16.4 0 1819.26 6175
393.79 12.42 0 1667.2 6154
437.56 11.51 0 1951.59 5267
471.63 15.79 0 1942.66 4684
473.15 12.37 0 2060.98 5700
466.71 13.41 0 2249.57 5556
558.47 17.6 1 2735.01 7254
470.39 10.53 0 1649.09 4791
488.97 18.16 0 1908.03 5342
355.08 13.66 0 1681.7 4687
490.94 19.88 0 1967.68 4765
448.39 14.62 0 2233.8 4739
471.28 13.63 0 1917.8 5487
447.33 17.95 0 2118.39 4243
444.43 16.75 0 1950.03 6277
541.86 12.2 0 2395.96 6215
607.9 14.38 1 2513.04 8230
500.32 16.74 0 1731.9 5382
600.29 13.94 1 2569.48 7753
502.5 16.2 0 1699.08 6042
557.3 10.59 0 2167.95 6093
597.28 18.64 0 2280.76 7184
523.36 15.52 1 2439.35 5376
555.19 12.87 0 2288.42 6049
535.11 12.83 0 2163.62 3207
522.41 14.34 0 2072.66 5449
504.01 14.01 0 2191.81 5732
556.2 10.64 0 2208.23 5360
578.9 18.22 1 2330.06 7733
419.26 11.41 0 1670.02 6591
493.04 10.46 0 2463.25 3837
623.89 11.91 0 2400.81 4263
424.88 17.2 0 1859.55 5716
500.04 17.76 0 2108.65 6345
498.44 16.22 0 1773.08 3807
347.95 12.29 0 1474.95 3837
579.54 18.35 0 2312.79 5027
542.66 16.09 0 2265.25 6125
579.38 11.48 0 2492.42 5483
544.75 10.05 0 2069.79 5023
596.08 10.83 1 2282.47 3798
446.25 16.55 0 1913.05 5429
599.74 10.75 0 2103.44 4115
423.08 10.62 0 1736.67 5610
579.33 17.03 0 2104.9 2950
580.3 12.55 0 2226 4640
480.48 11.86 0 1695.61 8037
552.96 16.59 0 2071.96 3676
559.38 17.57 1 2754.37 7304
389.37 11.68 0 1599.19 5907
427.46 15.29 0 1693.25 4777
501 15.46 0 1736.18 4337
399.22 11.72 0 1469.54 4462
475.01 10.79 0 1839.87 5575
360.52 12.31 0 1757.1 5384
453.67 18.41 0 2076.58 5408
397.84 11.95 0 1806.68 5455
444.79 17.16 0 1904.59 4160
552.67 13.91 0 1974.62 5148
659.23 14.24 1 2850.51 6491
488.56 13.87 0 1553.3 2955
611.48 18.1 0 2099.92 4969
517.2 15.63 0 1927.25 5486
541.89 18.32 0 2063.23 4924
503.18 18.35 0 2104 6622
399.84 16.86 0 1856.79 3382
479.56 16.63 0 1784.12 4394
485.53 19.27 0 2326.46 2785
518.18 17.81 0 2252.12 6871
509.69 12.66 0 2108.56 4640
521.28 10.62 0 1926.46 6029
451.01 15.19 0 1885.5 4210
642.37 12.42 0 2589.54 5751
542.34 12.07 1 2432.61 4563
535.01 12.67 0 2050.96 3400
374.12 15.64 0 1428.11 4669
432.41 14.45 0 1644.91 5242
502.55 13.25 0 2221.98 4123
580.56 16.4 0 2001.63 6002
604.04 13.65 0 2323.82 4797
552.09 16.38 0 2126.08 5307
454.63 18.04 0 2180.64 5229
431.88 18.86 0 2001.61 4776
556.66 13.4 0 2241.68 3786
489.75 18.3 0 1874.14 5742
389.03 15.92 0 1622.69 5091
503.71 13.01 0 2280.21 4059
573.5 11.98 0 2287 4061
511.59 10.36 0 2164.57 3628
627.51 10.55 1 2612.07 7928
459.78 19.48 0 1766.79 4408
535.19 10.92 0 1838.74 4148
524.7 10.05 0 2149.36 4303
496.71 15.14 1 2404.4 5257
649.74 15.63 0 2453.22 7153
461.83 14.38 0 2142.19 5000
434.35 10.96 0 1850.65 4977
400.1 10.42 0 2057.85 6990
496.48 17.72 1 2388.56 8404
648.57 12.59 1 2920.5 5897
448.42 16.92 0 1796.39 4165
417.57 16.92 0 1701.27 5729
544.51 13.8 0 2269 3688
564.17 19.39 0 2170.13 5006
477.27 16.14 0 1827.83 6538
613.95 14.88 0 1776.58 5326
579.35 13.39 0 1968.44 4867
512.16 19.75 0 1871.53 4571
481.28 15.23 0 2022.33 4623
488.16 11.57 0 1837.74 5466
546.8 18.66 0 2184.66 3372
582.55 17.39 0 2326.18 4963
492.97 10.51 1 2157.43 7394
624.18 19.72 0 2171.68 5971
562.14 10.37 0 2141.72 5581
600.66 11.26 1 2357.77 7975
526.23 17.08 0 2241.21 3515
673.18 17.17 0 2687.57 5214
606.57 12.07 0 2228.64 4999
