"Sales" "Price" "Promotion" "Ad Spending" "Impressions"
485.81 14.59 0 1647.46 4040
555.41 17.82 0 1804.12 4850
545.48 14.27 0 1880.65 4965
497.91 10.35 0 1819.61 5671
453.81 13.75 0 2223.76 4190
699.98 14.52 1 2939.36 7276
454.86 11.26 0 1534.68 5530
509.26 13.1 0 2156.24 6166
448.64 16.98 0 1971.26 4282
554.62 18 0 2394.92 4799
457.02 12.38 0 1582.53 4772
570.57 16.75 1 2361.3 6031
665.07 14.9 1 2493.63 6798
438.73 14.81 0 1942.45 4613
456.75 17.03 0 1981.35 4675
496.8 14.6 0 1896.8 6697
494.94 19.42 0 1711.29 5416
525.87 18.89 0 1977.79 5722
681.94 16.2 1 2461.72 7460
493.78 13.48 0 1990.75 5298
435.84 18.13 0 1980.64 4931
544.06 15.88 0 2146.39 5673
567.59 14.5 0 1950.16 5155
514.76 12.68 0 1961.83 6413
460.58 10.57 0 1870.9 4513
462.94 17.94 0 1799.12 5143
531.37 13.06 1 2552.13 7013
477.26 17.77 0 2045.59 6452
678.09 18.47 1 2543.08 5324
583.16 15.96 0 2012.41 5305
490.32 14.22 0 1998.41 3457
441.51 18.99 0 1761.64 4871
404.34 16.95 0 1599.2 5748
494.31 19.86 0 1780.41 6926
654.16 13.27 0 2445.03 6986
468.28 18.16 0 1799.69 4933
682.47 15.13 1 2690.44 7939
561.22 11.35 0 2028.34 5004
436.97 19.09 0 1697.78 4705
646.87 13.38 0 2528.5 5091
549.08 17.6 0 2043.17 5429
533.88 18.02 0 1907.21 4687
587.49 16.27 0 2146.85 4212
568.91 16.55 0 2466.4 3142
604.91 10.21 0 2264.11 4224
570.89 11.01 0 2153.69 6299
475.18 19.42 0 1720.96 5766
449.92 17.66 0 2100.9 6432
559.46 18.57 0 2214.55 4372
495.75 19.5 0 1791.38 4027
527.49 15.11 0 2115.13 6090
490.99 18.8 0 1942.29 5831
574.63 14.67 0 2077.4 7417
410.53 13.81 0 1856.35 4697
541.07 11.49 0 1820.57 5001
578.3 14.77 1 2732.89 7962
613.7 11.79 0 2600.77 5937
508.07 13.39 0 1960.08 7028
531.07 12.49 0 1945.57 4923
558.14 12.97 0 2167.01 5696
563.63 14.75 0 2162.55 5501
536.91 19.52 0 2106.21 5047
558.71 18.36 0 2003.88 4171
446.32 16.15 0 1593.22 5179
663.66 10.79 0 2448.09 4786
474.93 10.84 0 1864.79 4421
503.41 15.68 0 1872.9 5363
527.78 14.35 0 1942.82 5641
555.7 15.75 0 2081.1 5787
600.56 18.79 0 2383.56 4710
366.73 12.84 0 1826.32 4127
500.57 16.32 1 2114.81 6818
527.22 18.79 0 1981.91 5252
478.09 13.11 0 1910.93 5167
475.8 16.01 0 1785.75 4570
416.68 15.69 0 1851.38 7296
615.53 18.3 1 2419.43 8032
501.73 13.06 0 1780.1 6097
580.6 10.21 0 2123.17 5183
462.75 18.42 0 2034.27 6135
431.57 15.33 0 1540.85 3777
403.92 12.2 0 1776.03 7477
417.58 15.46 0 1748.34 4778
487.36 12.96 0 2093.09 6306
584.69 17.19 0 2199.2 4686
635.93 16.36 0 2220.33 5176
592.02 13.54 0 2036.54 4554
478.16 19.92 0 2417.59 3967
628.43 14.35 0 2238.29 7017
382.51 10.26 0 1731 5482
486.54 13.33 0 2102.57 6943
499.69 11.62 0 1829.72 3797
475.75 16.15 0 2012.59 5891
649.95 16.89 1 2924.3 7486
445.94 18.44 0 1957.1 6039
574.83 19.1 1 2175.6 6314
440.5 16.03 0 1575.4 5900
569.91 16.2 1 2357.49 6220
454.45 14.04 0 1869.92 4510
513.25 10.31 0 1984.72 4228
575.84 13.53 0 2293.71 3748
693.52 13.17 0 2637.74 3642
452.33 10.59 0 1720.65 4707
494.7 11.16 0 1951.34 4884
521.84 17.39 0 2072.83 5549
565.63 14.58 0 2064.96 5459
641 12.01 1 2563.08 7803
396.47 11.14 0 1779.35 4593
573.93 14.41 0 2126.12 5004
532.4 16.92 0 1896.35 5679
628.01 17.56 0 2095.49 4800
577.48 12.8 0 2239.78 5712
474.86 10.96 0 1750.29 4259
589.63 12.23 0 2322.71 5385
494.2 19.21 0 1813.3 4191
505.91 15.7 0 1953.93 3294
436.17 13.61 0 1971.48 4446
671.39 15.02 0 2196.69 4328
463.4 10.3 0 1828.95 5531
558.92 14.72 0 2544.98 3513
461.83 13.49 0 1935.66 5782
546.65 12.58 0 1874.82 7138
565.64 12.48 1 2616.4 8435
479.1 19.27 0 1905.52 4984
543.98 16.08 0 1857.84 3382
536.82 17.35 0 2032.95 3050
478.49 11.03 0 1677.09 5410
560.44 14.37 0 2253.04 4462
536.82 11.37 0 2040.58 5581
587.82 16.74 0 2236.8 4949
558.98 12.59 0 1792.97 4708
433.56 13.97 0 1927.16 5138
607.39 16.67 0 2139.03 4092
479.58 14.84 0 1918.56 4914
573.31 10.87 0 2209.62 5590
642 12.47 1 2747.32 7965
632.9 11.85 0 2238.8 3709
390.41 10.96 0 1767.78 4497
645.08 14.12 1 2571.9 8465
527.28 15.22 0 2301 4191
451.53 14.53 0 1766.19 4331
545.39 13.15 0 2287.76 4892
533.06 19.76 0 1718.03 3926
432.62 14.54 0 1905.75 6169
517.88 18.61 0 2113.57 3798
400.57 11.23 0 1718.06 8477
650.89 11.43 0 2242.48 5316
